gene	p.alert	p.control	p.orient
DBIL5P	0.652778	0.450203	0.703639
DBN1	0.151319	0.030476	0.030868
DBNDD1	0.027428	0.008138	0.022299
DBNL	0.238713	0.574886	0.054745
DBP	0.257346	0.923087	0.16019
DBR1	0.167521	0.927361	0.049064
DBT	0.012006	0.056959	0.151759
DBX1	0.927495	0.396143	0.554758
DBX2	0.004266	0.008798	3.4e-05
DCAF1	0.007128	0.082291	0.00016
DCAF10	0.097132	0.735029	0.627141
DCAF11	0.026858	0.323146	0.000454
DCAF12	0.203336	0.124322	0.1221
DCAF12L2	0.400524	0.201068	0.527184
DCAF13	0.888561	0.939344	0.263706
DCAF13P3	0.003781	0.069521	6.2e-05
DCAF15	0.000191	0.00026	3.1e-05
DCAF16	0.495378	0.431231	0.832865
DCAF17	0.882617	0.730425	0.847432
DCAF4	0.168121	0.07214	0.019058
DCAF5	0.21882	0.044414	0.002855
DCAF6	0.243545	0.262948	0.122317
DCAF7	0.023549	0.001227	0.002847
DCAF8	0.023974	0.004304	0.000148
DCAF8L2	0.001064	0.015496	4.8e-05
DCAKD	0.190646	0.193436	0.200711
DCBLD1	0.106775	0.88018	0.035421
DCBLD2	0.00107	0.000677	2.9e-05
DCC	0.13782	0.368589	0.027675
DCD	0.096165	0.024669	0.029515
DCDC1	0.732345	0.282687	0.561635
DCDC2B	0.014155	0.92466	0.184075
DCHS1	0.009659	0.00071	0.000371
DCK	0.576868	0.899082	0.472979
DCLK1	6.8e-05	0.000498	2.3e-05
DCLK2	0.027027	0.181985	0.00212
DCLRE1A	0.006109	0.020866	1e-04
DCLRE1B	0.579443	0.409536	0.33881
DCLRE1C	0.008485	0.010981	0.000438
DCN	0.002448	0.007842	5.4e-05
DCP1A	8e-05	0.00426	2.9e-05
DCP1B	0.605506	0.725017	0.039971
DCP2	0.943913	0.645284	0.362458
DCPS	0.000362	0.007319	4.2e-05
DCST2	0.065654	0.97674	0.305315
DCT	0.42863	0.692408	0.527922
DCTD	0.118402	0.183849	0.005425
DCTN1	0.980159	0.833595	0.747926
DCTN2	0.003661	0.075224	0.080475
DCTN3	0.446863	0.514413	0.032525
DCTN4	0.215741	0.592212	0.029583
DCTN5	0.863349	0.452491	0.44126
DCTN6	0.776745	0.157497	0.720994
DCTPP1	0.065121	0.389152	0.003305
DCUN1D1	0.503801	0.049652	0.02066
DCUN1D2	2.1e-05	0.000103	1.6e-05
DCUN1D3	0.731288	0.998096	0.961785
DCUN1D4	0.019385	0.000417	0.015178
DCUN1D5	0.082085	0.113316	0.000359
DCX	0.338153	0.605019	0.406309
DCXR	0.220059	0.472819	0.932856
DDA1	0.002195	0.132488	3.7e-05
DDAH1	0.001588	0.046309	3.2e-05
DDAH2	3.9e-05	4.6e-05	1.8e-05
DDB1	0.350193	0.629409	0.097228
DDB2	0.014245	0.794484	0.036164
DDC	0.9153	0.417439	0.830877
DDHD1	2.4e-05	3.5e-05	1.5e-05
DDHD2	5.8e-05	0.000356	3.9e-05
DDI2	0.85787	0.717384	0.527932
DDIT3	0.011717	0.029674	0.01
DDIT4	0.172001	0.212117	0.114357
DDIT4L	0.000354	0.192302	0.000116
DDN	0.041315	0.339334	0.002295
DDOST	0.45967	0.60309	0.10158
DDR1	0.005126	0.042105	0.000109
DDR2	0.00909	0.113036	0.00055
DDRGK1	0.000194	0.009352	2.4e-05
DDT	0.970663	0.109834	0.034581
DDX1	0.013898	0.022639	0.023336
DDX10	0.004475	0.007824	3.3e-05
DDX11	0.065933	0.321286	0.001889
DDX11L2	0.160722	0.739489	0.60183
DDX17	0.804304	0.501056	0.822168
DDX18	0.007595	0.074079	0.00376
DDX19A	0.935465	0.573257	0.800844
DDX19B	0.162059	0.045343	0.000579
DDX20	0.174855	0.067693	0.009234
DDX21	0.101743	0.029638	0.004385
DDX23	0.002651	0.230173	0.002355
DDX24	0.031644	0.126882	0.029813
DDX25	0.007963	0.014011	0.000232
DDX27	0.927292	0.094748	0.658458
DDX28	0.142244	0.97548	0.071643
DDX31	0.426594	0.522051	0.320622
DDX39A	0.870398	0.429265	0.757553
DDX3X	0.085263	0.205895	0.001077
DDX3Y	0.104633	0.297117	0.012348
DDX41	0.716889	0.543141	0.239435
DDX42	0.44236	0.156616	0.081673
DDX46	0.034516	0.022502	0.000123
DDX47	0.642754	0.207622	0.946064
DDX49	0.041682	0.042282	0.000452
DDX5	0.952713	0.895748	0.192536
DDX50	0.734797	0.633078	0.785777
DDX51	0.220936	0.489789	0.227356
DDX52	0.016251	0.123722	0.035469
DDX54	0.001245	0.000896	4.5e-05
DDX55	0.012217	0.020421	0.000345
DDX56	0.039022	0.104924	0.015775
DDX58	0.305675	0.482861	0.098322
DDX59	0.849769	0.732871	0.588718
DDX6	0.444292	0.398105	0.213516
DDX60	0.49468	0.681623	0.275328
DDX60L	0.564393	0.66471	0.161133
DEAF1	0.000961	0.000343	1.5e-05
DECR1	0.868029	0.635122	0.780901
DECR2	0.27895	0.289893	0.316628
DEDD	0.957395	0.316107	0.323313
DEDD2	0.193127	0.191518	0.129918
DEF6	0.068362	0.89102	0.049986
DEF8	0.940218	0.159108	0.408253
DEFB1	0.662778	0.734017	0.569904
DEFB115	0.171762	0.612422	0.106876
DEFB118	0.326254	0.211744	0.097008
DEFB123	0.924638	0.558528	0.817524
DEFB124	0.260368	0.342976	0.134097
DEFB131A	8.6e-05	0.00014	2.5e-05
DEFB132	0.653159	0.95354	0.76699
DEFB135	0.014549	0.051493	0.001526
DEGS1	0.207235	0.054218	0.000316
DEGS2	0.811522	0.831343	0.405949
DEK	0.111406	0.077811	0.004463
DENND1A	0.014014	0.004805	0.000113
DENND1B	0.000144	0.000403	2.6e-05
DENND1C	0.028965	0.01705	0.000624
DENND2A	0.001766	0.257045	1e-04
DENND2C	0.004603	0.000623	7.4e-05
DENND2D	0.00984	0.001082	0.094159
DENND3	0.003769	0.001576	0.00056
DENND4A	0.773066	0.46466	0.038511
DENND4B	0.00464	0.018186	2.2e-05
DENND4C	9.9e-05	0.001035	2.3e-05
DENND5A	0.44086	0.9576	0.40963
DENND5B	0.455619	0.632864	0.207423
DENND6A	0.022648	0.384675	0.00243
DENND6B	0.00579	0.025463	0.00026
DENR	0.000304	0.01572	8.3e-05
DEPDC1	0.715108	0.626608	0.114604
DEPDC4	0.9593	0.157646	0.629914
DEPDC5	0.000218	0.01426	0.000175
DEPDC7	0.769597	0.763665	0.748185
DEPP1	0.038283	0.072747	0.072322
DEPTOR	0.000875	0.006498	4.4e-05
DERA	0.395994	0.335398	0.061077
DERL1	0.007857	0.015044	0.00072
DERL2	3.6e-05	0.000107	1.4e-05
DERL3	0.06085	0.247926	0.033622
DESI1	0.077354	0.330611	0.147211
DESI2	0.009886	0.036271	0.000202
DET1	0.29073	0.60855	0.040202
DEXI	3.4e-05	0.000278	2.4e-05
DFFA	0.043684	0.406855	0.063772
DFFB	0.056928	0.16855	0.001049
DGAT1	0.169002	0.422319	0.054793
DGAT2	0.270891	0.05839	0.015179
DGCR2	0.007452	0.122287	0.002803
DGCR5	0.543447	0.299838	0.690662
DGCR6	0.136413	0.055257	0.002289
DGCR6L	0.1319	0.133329	0.002221
DGCR8	0.063524	0.463571	0.00537
DGCR9	0.04933	0.052023	0.000102
DGKA	0.072555	0.010298	0.018203
DGKB	0.022299	0.166308	0.006278
DGKD	0.424711	0.04681	0.186238
DGKE	0.076877	0.018156	0.099362
DGKG	0.040036	0.003599	0.000671
DGKH	0.004135	0.116869	0.002534
DGKI	0.274678	0.025337	0.005714
DGKQ	0.754093	0.85366	0.896756
DGKZ	0.430347	0.751637	0.275216
DGLUCY	0.625217	0.515215	0.515575
DGUOK	0.66753	0.450519	0.880882
DHCR24	0.951126	0.703887	0.043403
DHCR7	0.016739	0.003517	3.2e-05
DHDDS	0.463972	0.155897	0.04785
DHDH	3.9e-05	5.5e-05	1.8e-05
DHFR	0.327923	0.694963	0.406313
DHFR2	0.812205	0.996258	0.593242
DHH	0.796997	0.742961	0.864419
DHODH	0.698162	0.473682	0.411919
DHPS	0.514348	0.932901	0.660323
DHRS1	0.608417	0.236646	0.327214
DHRS11	0.013315	0.093067	0.006371
DHRS12	0.066769	0.013251	0.000113
DHRS13	0.559595	0.267606	0.973301
DHRS2	0.001012	0.000129	2.3e-05
DHRS3	0.27725	0.490369	0.708664
DHRS4	0.342915	0.12677	0.249211
DHRS4.AS1	0.046285	0.196174	0.244053
DHRS4L1	0.798805	0.216722	0.350212
DHRS7	0.01336	0.019669	0.119869
DHRS7B	0.244956	0.50495	0.650379
DHRS9	0.010939	0.001168	4.2e-05
DHRSX	0.000121	0.002125	1.9e-05
DHTKD1	0.800404	0.984866	0.561685
DHX15	0.788236	0.208633	0.084884
DHX16	0.024484	0.208776	0.008755
DHX29	0.29873	0.322738	0.046273
DHX30	0.703097	0.645993	0.680916
DHX32	0.10134	0.055642	0.003356
DHX33	0.018352	0.006677	2e-04
DHX34	0.809985	0.757145	0.755126
DHX35	0.000645	0.05249	2.3e-05
DHX36	0.049523	0.040518	0.013251
DHX37	0.799133	0.799708	0.244094
DHX38	0.083109	0.260713	0.033319
DHX40	0.799443	0.819493	0.529484
DHX57	0.075528	0.075285	0.003803
DHX58	0.000139	5.2e-05	1.7e-05
DHX8	0.001828	0.008441	7.5e-05
DHX9	0.885172	0.310025	0.082024
DIABLO	0.080179	0.593179	0.639118
DIAPH1	0.760753	0.115322	0.499954
DIAPH2	0.000596	0.185543	0.00137
DIAPH3	0.002834	0.018501	4.1e-05
DICER1	0.64337	0.420733	0.066152
DICER1.AS1	0.049091	0.003347	0.00057
DIDO1	0.004253	0.181392	8.2e-05
DIEXF	0.468737	0.425841	0.459018
DIMT1	0.980763	0.888409	0.460363
DIO2	0.00091	0.113059	4.7e-05
DIO3	0.079901	0.02686	4.1e-05
DIO3OS	0.459389	0.596239	0.491707
DIP2A	0.350038	0.683208	0.156722
DIP2B	0.017076	0.103896	0.012759
DIP2C	0.025736	0.010994	0.001765
DIRAS1	6.8e-05	0.026421	0.000432
DIRAS2	0.568679	0.112885	0.075172
DIRAS3	4.1e-05	0.000378	2.2e-05
DIRC1	0.599885	0.586866	0.306188
DIRC2	0.029876	0.474993	0.009648
DIS3	0.005764	0.00631	4.8e-05
DIS3L	0.150363	0.005556	0.00061
DIS3L2	0.000371	0.001719	1.5e-05
DISP1	0.79045	0.476872	0.492632
DISP2	0.001411	9.1e-05	2.7e-05
DIXDC1	0.019229	0.816738	0.025387
DKC1	0.82285	0.649017	0.848301
DKFZP434K028	0.932773	0.880626	0.717038
DKFZP586I1420	0.001844	0.007918	0.000782
DKFZp779M0652	4.5e-05	0.000101	1.7e-05
DKK3	0.122922	0.13159	0.004611
DKK4	0.478877	0.863634	0.531824
DKKL1	0.202225	0.785043	0.443378
DLAT	0.022704	0.47844	0.131606
DLC1	0.001859	0.153463	0.048612
DLD	0.025207	0.052204	0.130079
DLEC1	0.00015	0.000248	3.2e-05
DLEU1	0.85605	0.410255	0.423632
DLEU7	0.83183	0.798897	0.117084
DLG1	0.046966	0.329249	0.003635
DLG2	0.035721	0.219765	0.001564
DLG3	0.871321	0.018587	0.089926
DLG4	0.141146	0.298879	0.134435
DLG5	0.496386	0.358089	0.054605
DLGAP1	0.318093	0.208617	0.012799
DLGAP1.AS4	0.242784	0.04441	0.000131
DLGAP2	0.010267	0.039157	9.9e-05
DLGAP3	0.881661	0.826536	0.943009
DLGAP4	0.913002	0.977845	0.663236
DLK1	0.069706	0.907298	0.010736
DLK2	0.003604	0.227833	0.002616
DLL1	0.310218	0.141156	0.153498
DLL3	4.1e-05	0.001365	1.6e-05
DLST	0.02156	0.010111	0.000907
DLX1	0.690139	0.91075	0.960878
DLX2	0.348103	0.169606	0.023656
DLX4	0.237936	0.417259	0.277903
DMAC1	0.028073	0.081832	0.000111
DMAC2	0.005934	0.6402	0.268761
DMAP1	0.455927	0.920093	0.909351
DMBT1	0.125285	0.421517	0.330687
DMD	4.3e-05	0.000168	4.7e-05
DMGDH	0.00382	0.037278	4e-05
DMKN	0.000136	0.000615	2.8e-05
DMPK	0.686823	0.170783	0.547407
DMRT2	0.577071	0.875718	0.728965
DMRTA1	0.750555	0.943328	0.893688
DMRTA2	0.228551	0.258088	0.611758
DMRTC2	0.221402	0.628602	0.482486
DMTF1	0.540727	0.920945	0.423203
DMTN	0.348423	0.616755	0.626231
DMWD	0.218424	0.252949	0.047079
DMXL1	0.064567	0.137193	0.17815
DMXL2	0.936669	0.674101	0.703354
DNA2	0.339943	0.981197	0.02251
DNAAF2	0.07762	0.051146	0.000574
DNAAF4	1.6e-05	7.4e-05	7e-06
DNAAF5	0.042503	0.009348	7.6e-05
DNAH1	0.262212	0.762909	0.031573
DNAH12	0.00169	0.00051	3.3e-05
DNAH14	3e-05	0.00106	2.1e-05
DNAH2	5.4e-05	4e-05	1.8e-05
DNAH5	5.6e-05	4.2e-05	1.4e-05
DNAH7	0.00012	0.00112	3.2e-05
DNAH9	0.099738	0.00017	0.000278
DNAJA1	0.049622	0.04978	0.000368
DNAJA2	0.20849	0.098361	0.384158
DNAJA3	0.141843	0.12544	0.096451
DNAJA4	0.004758	0.029412	4.6e-05
DNAJB1	0.080913	0.210078	0.005737
DNAJB11	0.814168	0.995845	0.660348
DNAJB12	0.660371	0.40792	0.415874
DNAJB13	0.688762	0.44149	0.93379
DNAJB14	0.186399	0.423212	0.029375
DNAJB2	0.509545	0.968551	0.227142
DNAJB4	0.029804	0.044311	0.004717
DNAJB5	0.00016	0.003325	8.2e-05
DNAJB6	0.60949	0.640332	0.859517
DNAJB7	0.026152	0.22104	0.060079
DNAJB9	0.287247	0.255826	0.250209
DNAJC1	0.002416	0.027637	0.00017
DNAJC10	0.010494	0.153752	0.018121
DNAJC11	0.000106	0.06313	0.000417
DNAJC12	0.000252	0.000352	2.6e-05
DNAJC13	0.595988	0.508723	0.676283
DNAJC14	0.529665	0.541746	0.452138
DNAJC15	0.512082	0.33616	0.012725
DNAJC16	0.00011	0.00968	5.3e-05
DNAJC17	0.203736	0.386635	0.871294
DNAJC18	0.00052	0.000981	0.000229
DNAJC19	0.607057	0.71498	0.064288
DNAJC2	0.000428	0.006171	2.5e-05
DNAJC21	0.001171	0.013633	0.000344
DNAJC22	0.000468	0.020238	0.002331
DNAJC24	0.044912	0.575184	0.090685
DNAJC25	0.049048	0.000934	0.000375
DNAJC27	0.000513	0.001373	0.001755
DNAJC28	0.0163	0.026928	0.001271
DNAJC3	0.066362	0.141366	0.012248
DNAJC3.AS1	0.941279	0.099187	0.431431
DNAJC30	0.218933	0.371691	0.466798
DNAJC4	4.7e-05	0.000848	3.1e-05
DNAJC5	0.961583	0.290005	0.207505
DNAJC5G	0.01315	0.039213	4.4e-05
DNAJC6	0.079063	0.217583	0.052262
DNAJC7	0.365999	0.090637	0.755793
DNAJC8	0.865045	0.714995	0.702274
DNAJC9	0.179411	0.77699	0.104839
DNAJC9.AS1	0.751868	0.389247	0.835001
DNAL1	0.010706	0.115107	4.2e-05
DNAL4	0.000258	0.001929	3.9e-05
DNALI1	3.6e-05	2.4e-05	1e-05
DNASE1	0.176196	0.191421	0.190533
DNASE1L1	0.223372	0.891468	0.031989
DNASE1L2	0.030017	0.226161	0.002104
DNASE2	0.358039	0.624191	0.591386
DND1	0.000535	0.009324	3.1e-05
DNER	0.517218	0.144775	0.314992
DNHD1	0.37633	0.139849	0.054079
DNLZ	0.644152	0.327848	0.022474
DNM1	0.418931	0.38607	0.674519
DNM1L	0.018186	0.053908	0.052106
DNM1P35	0.660995	0.791325	0.226788
DNM1P46	0.516687	0.110036	0.137832
DNM1P50	0.976941	0.514615	0.582279
DNM2	0.564862	0.19111	0.322864
DNM3	0.005263	0.063327	0.002316
DNMBP	0.065991	0.545417	0.022448
DNMT1	0.982553	0.508382	0.607133
DNMT3A	0.194589	0.140536	0.012821
DNMT3B	0.296461	0.122956	0.473183
DNPEP	0.381824	0.474019	0.27651
DNPH1	0.03194	0.209774	0.001936
DNTTIP1	0.780949	0.472236	0.097384
DNTTIP2	0.194016	0.009472	0.047793
DOC2A	0.045333	0.197065	0.001393
DOC2B	5.2e-05	0.000149	2.2e-05
DOCK1	0.554617	0.454351	0.582851
DOCK10	0.649922	0.843687	0.541831
DOCK11	0.913255	0.580007	0.675556
DOCK3	0.014121	0.041371	0.005918
DOCK4	0.193772	0.087016	0.047657
DOCK5	0.856804	0.844164	0.618827
DOCK6	0.157184	0.042077	0.00094
DOCK7	0.000682	0.016006	8.6e-05
DOCK8	0.061574	0.00617	0.000293
DOCK9	0.142535	0.298404	0.059256
DOCK9.AS2	0.776908	0.206909	0.871893
DOHH	0.091319	0.403447	0.314947
DOK1	8.9e-05	0.001485	2.3e-05
DOK3	6.9e-05	0.043109	4.2e-05
DOK4	0.0178	0.01011	0.002901
DOK5	0.815214	0.834769	0.272003
DOK6	0.000641	0.022517	2.4e-05
DOK7	0.101109	0.636091	0.431705
DOLK	0.788137	0.739189	0.058414
DOLPP1	0.698975	0.669575	0.468871
DONSON	0.122074	0.005836	0.103471
DOPEY1	0.164671	0.726298	0.370888
DOPEY2	0.006257	0.002962	3.8e-05
DOT1L	0.052661	0.347995	0.000127
DPAGT1	0.27827	0.175718	0.386863
DPCD	0.212683	0.990006	0.001162
DPEP3	0.485739	0.643723	0.512834
DPF1	0.007034	0.016141	5.5e-05
DPF2	0.819243	0.767161	0.6279
DPF3	0.288156	0.203928	0.102435
DPH2	0.290515	0.023813	0.02114
DPH3	0.004008	1e-04	0.000206
DPH3P1	0.388326	0.209273	0.404842
DPH5	0.00123	0.006765	0.000154
DPH6	0.009301	0.004497	0.000173
DPH7	0.017387	0.314849	0.000453
DPM1	0.369372	0.13719	0.666492
DPM2	0.142805	0.009803	0.000932
DPM3	0.1782	0.541561	0.01033
DPP10	0.0355	0.302792	0.019644
DPP10.AS1	0.619993	0.579375	0.268057
DPP3	0.387115	0.600405	0.555297
DPP6	0.017517	0.000822	0.000161
DPP7	0.25536	0.814754	0.840614
DPP8	0.000119	0.01392	4.1e-05
DPRX	0.743458	0.410453	0.882652
DPT	0.001936	0.005852	4.5e-05
DPY19L1	0.027047	0.113702	0.281699
DPY19L1P1	0.235825	0.10633	0.000849
DPY19L2	0.415481	0.648945	0.031998
DPY19L2P1	0.001502	0.055178	3.4e-05
DPY19L2P2	0.095143	0.067942	0.000467
DPY19L2P3	0.14247	0.117727	0.000258
DPY19L2P4	0.006663	0.001569	3.7e-05
DPY19L3	0.005899	0.091178	0.008901
DPY19L4	0.299702	0.470625	0.239427
DPY30	0.080543	0.792889	0.010464
DPYD	0.003943	0.005869	0.000228
DPYSL2	0.389469	0.275239	0.832301
DPYSL3	3.3e-05	5e-05	1.9e-05
DPYSL4	0.019003	0.007977	0.000654
DPYSL5	0.014799	0.00179	6.9e-05
DR1	0.001762	0.018106	0.000111
DRAIC	0.001326	0.017868	6.2e-05
DRAM1	0.005515	0.01371	3.8e-05
DRAM2	0.145733	0.87616	0.50675
DRAP1	0.109337	0.00099	0.000289
DRAXIN	0.050745	0.037498	0.019844
DRC1	0.003015	0.012565	0.000642
DRD1	0.964916	0.702839	0.979291
DRD2	0.043044	0.387537	0.112357
DRD4	0.004366	0.001506	0.001856
DRG1	0.225457	0.117763	0.017294
DRG2	0.017503	0.001638	6.9e-05
DRICH1	0.166699	0.02336	0.013718
DROSHA	0.885809	0.168557	0.233269
DRP2	0.050101	0.021813	0.000179
DSCAM	0.125677	0.655603	0.020081
DSCAML1	0.002558	0.130554	0.002645
DSCC1	0.06359	0.006637	0.000135
DSCR9	0.127952	0.024833	0.036044
DSE	0.165101	0.4915	0.026424
DSEL	0.019245	0.018248	0.000132
DSN1	0.652765	0.357232	0.544256
DSP	0.161001	0.477646	0.007081
DST	0.846164	0.471474	0.598315
DSTN	0.052843	0.146744	0.001015
DSTYK	0.02563	0.019374	0.00049
DTD1	0.978469	0.548119	0.688703
DTD2	0.363419	0.237345	0.869633
DTNA	0.016323	0.012043	0.005584
DTNB	0.544168	0.936627	0.608535
DTNBP1	9.2e-05	0.000157	1.7e-05
DTWD1	0.003518	0.234533	0.001402
DTWD2	0.003994	0.047018	6.7e-05
DTX1	0.050605	0.019	0.000201
DTX2	0.678786	0.034839	0.253654
DTX2P1.UPK3BP1.PMS2P11	0.872314	0.467796	0.547026
DTX3	0.383108	0.904141	0.088086
DTX3L	0.051381	0.578336	0.057421
DTX4	0.568716	0.687901	0.693714
DTYMK	0.946073	0.998399	0.284596
DUBR	0.550395	0.607092	0.029742
DUS1L	0.000309	0.003069	3.2e-05
DUS2	0.499685	0.891818	0.74516
DUS3L	0.519962	0.246952	0.16676
DUS4L	0.147224	0.271034	0.044417
DUSP1	0.108661	0.8502	0.064743
DUSP10	0.190214	0.134607	0.167407
DUSP11	0.957586	0.372565	0.483368
DUSP12	0.169644	0.476165	0.112217
DUSP14	0.040331	0.178798	0.009782
DUSP15	0.193654	0.644671	0.217048
DUSP16	0.493547	0.528051	0.825207
DUSP18	0.001429	8.1e-05	2.8e-05
DUSP19	0.40938	0.599373	0.10616
DUSP2	0.567182	0.543034	0.03156
DUSP22	0.376962	0.181181	0.012156
DUSP23	0.142328	0.001261	0.000361
DUSP26	0.839969	0.348573	0.53005
DUSP28	0.004522	0.005222	3.8e-05
DUSP3	0.454593	0.587712	0.587721
DUSP4	0.571994	0.745918	0.136114
DUSP5	0.024075	0.415987	0.002541
DUSP5P1	0.337992	0.396764	0.755125
DUSP6	0.05296	0.585576	0.00405
DUSP7	0.996094	0.49211	0.555212
DUSP8	0.034967	0.076416	0.000177
DUSP9	0.126514	0.121766	0.014743
DUT	0.199672	0.26059	0.010184
DUX4	0.447806	0.490513	0.808626
DVL1	0.051389	0.114629	0.001466
DVL2	0.822375	0.302727	0.076662
DVL3	0.200193	0.238409	0.084945
DXO	0.149218	0.616904	0.067636
DYDC2	0.002248	0.006637	2.7e-05
DYM	0.013593	0.329138	0.717569
DYNC1H1	0.917394	0.245348	0.37666
DYNC1I1	0.221552	0.375112	0.006079
DYNC1I2	0.405518	0.973121	0.312439
DYNC1LI1	0.113097	0.000744	0.007482
DYNC1LI2	0.368972	0.417883	0.528383
DYNC2H1	0.016355	0.148726	0.000258
DYNC2LI1	0.003766	0.059761	0.000448
DYNLL1	0.004658	0.012872	3e-05
DYNLL2	0.086914	0.007986	0.000393
DYNLRB1	0.956868	0.968893	0.452687
DYNLRB2	0.384187	0.92998	0.906746
DYNLT1	0.014996	0.118868	5.6e-05
DYNLT3	0.014931	0.04442	0.209611
DYRK1A	0.410706	0.080718	0.149159
DYRK1B	0.54079	0.104459	0.318761
DYRK2	0.032496	0.258489	0.000613
DYRK3	0.000275	0.000146	1.4e-05
DYRK4	0.228732	0.21259	0.202204
DYSF	0.488575	0.518818	0.694884
DYTN	0.890926	0.476948	0.46706
DZANK1	0.015447	0.095017	0.001134
DZIP1	0.114082	0.479491	0.14413
DZIP3	0.014329	0.021307	3.6e-05
E2F1	0.023463	0.072406	0.17727
E2F3	0.00271	0.006545	2.7e-05
E2F4	0.793917	0.651501	0.989857
E2F5	4.8e-05	0.000991	1.9e-05
E2F6	0.103025	0.22287	0.000607
E4F1	0.432975	0.92981	0.744184
EAF1	0.827732	0.731706	0.545649
EAF2	0.5348	0.648084	0.777348
EAPP	0.989621	0.193425	0.702786
EARS2	0.116537	0.536983	0.031165
EBAG9	0.731763	0.121521	0.127373
EBF1	0.210141	0.215102	0.35635
EBF4	0.223962	0.211789	0.011365
EBI3	0.724571	0.362594	0.77283
EBLN2	0.150407	0.092412	0.508635
EBLN3P	0.552052	0.856227	0.19414
EBNA1BP2	0.083162	0.138048	0.005935
EBP	0.071433	0.002889	0.000558
EBPL	0.148352	0.096179	0.01
ECD	0.663559	0.56276	0.147
ECE1	0.967905	0.920466	0.764636
ECEL1	0.755835	0.201503	0.265741
ECH1	0.016134	0.273265	0.001773
ECHDC1	0.022175	0.223001	0.000222
ECHDC2	0.666723	0.453175	0.626549
ECHDC3	2.4e-05	3e-05	1.5e-05
ECHS1	0.502965	0.333614	0.022784
ECI1	0.451735	0.39191	0.101322
ECI2	0.445678	0.773521	0.044216
ECM1	3.1e-05	0.000427	2.1e-05
ECM2	0.144608	0.529991	0.593833
ECSCR	0.087435	0.729049	0.235519
ECSIT	0.009893	0.266851	0.033899
ECT2	0.683848	0.592447	0.970503
EDA	0.249097	0.012445	0.019508
EDARADD	0.017039	0.19672	0.000609
EDC3	0.31084	0.797234	0.466692
EDC4	0.176916	0.032049	0.003884
EDEM1	0.032918	0.09715	0.00057
EDEM3	0.969242	0.991728	0.614505
EDF1	0.008333	0.006971	8.4e-05
EDIL3	0.799578	0.756418	0.609668
EDN1	0.001001	0.001269	2.6e-05
EDN3	0.306173	0.744715	0.25344
EDNRA	0.176442	0.36323	0.018005
EDNRB	2.5e-05	0.001549	1.8e-05
EDRF1	0.34861	0.335461	0.091848
EEA1	0.290602	0.388922	0.077272
EED	0.103083	0.003328	0.000299
EEF1A1	0.728177	0.914034	0.5554
EEF1A2	0.241918	0.657972	0.227274
EEF1AKMT1	0.005185	0.000905	4.9e-05
EEF1AKMT2	0.533567	0.381102	0.025391
EEF1AKMT3	0.629391	0.944532	0.797094
EEF1AKMT4	0.472203	0.272376	0.544588
EEF1B2	0.332547	0.400853	0.013353
EEF1D	0.29914	0.4223	0.479064
EEF1G	0.023253	8e-05	4.7e-05
EEF2	0.033866	0.002554	0.000531
EEF2K	0.00113	0.01206	6.4e-05
EEFSEC	0.844085	0.870322	0.396096
EEPD1	6.1e-05	0.003763	2.3e-05
EFCAB1	7.1e-05	0.000424	2.1e-05
EFCAB11	0.951648	0.817953	0.584847
EFCAB12	0.458045	0.582001	0.603477
EFCAB14	0.347821	0.159485	0.348317
EFCAB2	0.75062	0.56488	0.334242
EFCAB6	0.00535	0.001071	0.000257
EFCAB7	0.073144	0.806538	0.015622
EFCC1	0.427133	0.047462	0.066416
EFEMP1	6.7e-05	0.002957	2.1e-05
EFEMP2	0.000322	0.006759	2.3e-05
EFHB	0.013745	0.019556	2.7e-05
EFHC1	0.328776	0.820141	0.503644
EFHC2	8.4e-05	8.6e-05	2.2e-05
EFHD1	0.896789	0.794535	0.751878
EFHD2	0.843894	0.164417	0.795669
EFL1	0.908358	0.153309	0.067789
EFL1P1	0.060762	0.328621	0.083797
EFNA1	0.798571	0.900326	0.972856
EFNA2	0.7611	0.42848	0.169574
EFNA3	0.073176	0.603579	0.359155
EFNA4	0.791829	0.75607	0.519922
EFNA5	0.012366	0.071281	0.000775
EFNB1	0.00013	0.000375	1.7e-05
EFNB2	0.012608	0.311137	0.000597
EFNB3	0.00017	0.003554	1.9e-05
EFR3A	5.1e-05	0.001487	3e-05
EFR3B	0.107077	0.720549	0.024735
EFS	0.898691	0.688109	0.554165
EFTUD2	0.843106	0.002704	0.005228
EGFEM1P	7.2e-05	0.000563	2.2e-05
EGFL7	0.432085	0.971733	0.997723
EGFR	0.147622	0.268251	0.133103
EGFR.AS1	0.967443	0.561434	0.124829
EGLN1	9.1e-05	0.126296	0.000507
EGLN3	0.653224	0.081931	0.87941
EGR1	0.149751	0.157388	0.009549
EGR2	0.9364	0.714871	0.700469
EGR3	0.612937	0.201186	0.787894
EGR4	0.082613	0.280504	0.006393
EHBP1	0.001378	0.00018	4e-05
EHBP1L1	0.006631	0.159625	0.008734
EHD1	0.163045	0.003652	0.000915
EHD2	0.026181	0.547461	0.007644
EHD3	0.042897	0.016117	0.004712
EHD4	0.137671	0.540893	0.155323
EHMT1	0.018165	0.062402	7e-05
EHMT2	0.664945	0.662365	0.183959
EI24	0.480423	0.163087	0.158697
EID1	0.134725	0.056835	0.00948
EID2	0.566902	0.771774	0.566378
